Date,Timezone,Ticker,ShortName,RedCode,Tier,Ccy,DocClause, Spread6m , Spread1y , Spread2y , Spread3y , Spread4y , Spread5y , Spread7y , Spread10y , Spread15y , Spread20y , Spread30y , Recovery ,DataRating,Sector,Region,Country,AvRating,ImpliedRating
20/Apr/18,L,FCCAQU,FCC AQUALIA SA,EICHGJ,SNRFOR,EUR,MM14,0.00174568,0.00211241,0.00379973,0.00559683,0.00771639,0.01002078,0.01369626,0.01635868,0.01683059,0.01706449,0.01729326,0.4,,Utilities,Europe,Spain,BB,BB
20/Apr/18,L,FERRUZ,Edison S p A,TW8A7X,SNRFOR,EUR,MM14,0.00110846,0.00141286,0.00282547,0.00423992,0.00573943,0.00721684,0.00870078,0.00988675,0.01077332,0.01121977,0.01143099,0.4,,Utilities,Europe,Italy,BB,BBB
20/Apr/18,L,FGPLN,Firstgroup plc,GJ7A64,SNRFOR,EUR,MM14,0.00264024,0.00413366,0.00811359,0.01146801,0.01450283,0.01790051,0.02049217,0.02258081,0.02570727,0.02674647,0.02573064,0.4,,Consumer Services,Europe,United Kingdom,BBB,B
20/Apr/18,L,FIATCHR,Fiat Chrysler Automobiles NV,NQ48AB,SNRFOR,EUR,MM14,0.00161076,0.00207542,0.00454011,0.00764835,0.01115779,0.01459938,0.02023688,0.02326644,0.02440265,0.02361042,0.02383991,0.4,,Consumer Goods,Europe,Netherlands,BB,BB
20/Apr/18,L,FMEKGA,Fresenius Med Care AG & Co KGaA,DF9A73,SNRFOR,EUR,MM14,0.000462,0.00060807,0.0011437,0.00170824,0.00299989,0.00422315,0.00636619,0.00801206,0.0086491,0.00895826,0.00921717,0.4,,Healthcare,Europe,Germany,BBB,BBB
20/Apr/18,L,FNCREQCK,Financiere Quick,FIA9AL,SNRFOR,EUR,MM14,0.00146104,0.00217969,0.00316891,0.00416151,0.00577558,0.0073729,0.00861975,0.00890001,0.00839111,0.00832137,0.00856422,0.3,,Consumer Services,Europe,France,,BBB
20/Apr/18,L,FORTUM,Fortum Oyj,XZBGF7,SNRFOR,EUR,MM14,0.00074663,0.00094556,0.00166582,0.00237929,0.00366813,0.00499177,0.00677994,0.00821427,0.00899009,0.00935696,0.0096255,0.4,,Utilities,Europe,Finland,BBB,A
20/Apr/18,L,FRONINT,FRONERI INTL PLC,GJ9DGU,SNRFOR,EUR,MM14,0.00076907,0.00101219,0.00189256,0.00278935,0.00421309,0.00554991,0.01001291,0.0138666,0.01630244,0.01717108,0.01789359,0.4,,Consumer Goods,Europe,United Kingdom,B,BBB
20/Apr/18,L,FRPLTD,FRIENDS PROVIDENT Ltd,GJA8CQ,SNRFOR,EUR,MM14,0.01277118,0.01318761,0.01638245,0.01732971,0.01844743,0.02017513,0.02051236,0.02090521,0.02097663,0.02101066,0.02104214,0.4,,Financials,Europe,United Kingdom,,B
20/Apr/18,L,FSEKGA,Fresenius SE & Co KGaA,DF9B6J,SNRFOR,EUR,MM14,0.00047228,0.00061812,0.00114058,0.00170698,0.00298541,0.00420731,0.00637283,0.00802096,0.00875156,0.00910488,0.00938319,0.4,,Healthcare,Europe,Germany,BBB,BBB
20/Apr/18,L,GALAPHO,Galapagos Hldg SA,LP533U,SNRFOR,EUR,MM14,0.04776046,0.0649146,0.07975948,0.08642179,0.09235973,0.09697878,0.09521285,0.0963087,,,,0.4,,Industrials,Europe,Luxembourg,CCC,CCC
20/Apr/18,L,GALPENE,Galp Energia SGPS SA,XA37FT,SNRFOR,EUR,MM14,0.0007161,0.0008681,0.00173472,0.00287619,0.00455113,0.00630066,0.01015085,0.01251292,0.0141843,0.01497592,0.01546363,0.4,,Energy,Europe,Portugal,,BBB
20/Apr/18,L,GARFUNH,Garfunkelux Holdco 2 SA,LP56AP,SNRFOR,EUR,MM14,0.00833313,0.01134975,0.02270308,0.03105083,0.04109044,0.04882021,0.06197213,0.06622813,0.06820791,0.06886736,0.06882775,0.4,,Financials,Europe,Luxembourg,B,CCC
20/Apr/18,L,GASSM,Gas Nat SDG SA,EJ9DCN,SNRFOR,EUR,MM14,0.00065174,0.00073773,0.00182218,0.00282056,0.00452086,0.0061629,0.00857691,0.01037046,0.01161184,0.01199446,0.01236688,0.4,,Utilities,Europe,Spain,BBB,BBB
20/Apr/18,L,GATEWOR,GATES WORLDWIDE LTD,GJADBW,SNRFOR,EUR,MM14,0.0056537,0.00727946,0.01068197,0.01363489,0.01653216,0.0195661,0.02183889,0.02338506,0.02398692,0.0242628,0.02449731,0.4,,Industrials,Europe,United Kingdom,,B
20/Apr/18,L,GAZPJOI,Gazprombank JtStk Co,XA5290,SNRFOR,EUR,CR14,0.01564059,0.0172551,0.02016363,0.02238243,0.02418639,0.02620314,0.02716532,0.02798553,0.02899012,0.02944174,0.02996087,0.25,,Financials,E.Eur,Russian Federation,,B
20/Apr/18,L,GAZPPUB,GAZPROM PUB JT STK CO,XA435K,SNRFOR,EUR,CR14,0.00749686,0.00912375,0.0112897,0.0134792,0.01626371,0.01886876,0.02270202,0.02533992,0.0271803,0.02788891,0.02804338,0.24984875,,Energy,E.Eur,Russian Federation,BBB,B
20/Apr/18,L,GENP,Rallye,FMDCAQ,SNRFOR,EUR,MM14,0.02448171,0.03850687,0.06132765,0.07251229,0.07899746,0.0842664,0.09062374,0.0925829,,,,0.4,,Consumer Services,Europe,France,,CCC
20/Apr/18,L,GFCFP,Gecina,FJ68E2,SNRFOR,EUR,MM14,0.00100377,0.00139351,0.0017674,0.00246957,0.00379283,0.00526629,0.00778054,0.00955421,0.01024779,0.01057145,0.01089589,0.4,,Financials,Europe,France,BBB,A
20/Apr/18,L,GKNLN,GKN PLC,3J78CA,SNRFOR,EUR,MM14,0.00261356,0.00305143,0.00467245,0.00676229,0.00937446,0.01181442,0.01500475,0.01657088,0.01703885,0.01709028,0.01725895,0.4,,Consumer Goods,Europe,United Kingdom,,BB
20/Apr/18,L,GKNLN-Hldgs,GKN Hldgs plc,3J78MG,SNRFOR,EUR,MM14,0.0020459,0.00295768,0.00483281,0.00685684,0.00935152,0.01173554,0.0152686,0.01745939,0.01843239,0.01854764,0.01891341,0.4,,Consumer Goods,Europe,United Kingdom,BBB,BB
20/Apr/18,L,GLCORE,Glencore Intl AG,HK5754,SNRFOR,EUR,MM14,0.00154584,0.00203595,0.00430555,0.00689123,0.00989918,0.01290739,0.01744127,0.02002465,0.0210751,0.02158175,0.0217538,0.4,,Basic Materials,Europe,Switzerland,BBB,BB
20/Apr/18,L,GPMA-SA,Groupama SA,FJ9EBS,SNRFOR,EUR,MM14,,,0.00482172,0.00649778,0.00840046,0.01006015,,,,,,0.4,,Financials,Europe,France,BBB,BB
20/Apr/18,L,GRIFSA,GRIFOLS SA,EJC763,SNRFOR,EUR,MM14,0.00340114,0.0045311,0.0082573,0.01244034,0.01619055,0.02026661,0.02685031,0.02952623,0.03023831,0.03056162,0.03078345,0.4,,Healthcare,Europe,Spain,BB,B
20/Apr/18,L,GROHE,Grohe Hldg Gmbh,DFAE7A,SNRFOR,EUR,MM14,0.00029138,0.00030819,0.00038649,0.00047678,0.00056874,0.00066202,0.00261998,0.00442624,0.0057356,0.00632458,0.00714923,0.4,,Consumer Goods,Europe,Germany,B,AA
20/Apr/18,L,GROUPE,CASINO GUICHARDPERRACHON,FG554O,SNRFOR,EUR,MM14,0.00532879,0.00779147,0.01328252,0.01834677,0.02206894,0.02597315,0.03128179,0.03353667,0.03511717,0.03571372,0.03618592,0.4,,Consumer Services,Europe,France,BB,B
20/Apr/18,L,GRUPOIS,Grupo Isolux Corsan Fin BV,NQAF87,SNRFOR,EUR,MM14,0.44049046,0.43893024,0.43539879,0.43191453,0.42723457,0.43013364,0.41440503,0.3963656,,,,0.1575,,Industrials,Europe,Netherlands,,CCC
20/Apr/18,L,GSK,Glaxosmithkline Plc,3AEA6Z,SNRFOR,EUR,MM14,0.00065477,0.00078962,0.00109616,0.00144217,0.0021928,0.00298344,0.00424767,0.00510865,0.00544474,0.00559893,0.00575038,0.4,,Healthcare,Europe,United Kingdom,A,AA
20/Apr/18,L,HALYK,Jt Stk Co Halyk Svgs Bk of Kazakhstan,Y0BHFS,SNRFOR,EUR,CR14,0.01422518,0.01527561,0.01962838,0.0225414,0.02480216,0.02747204,0.02715925,0.02713535,0.02712536,0.02714442,0.02716672,0.23333333,,Financials,E.Eur,Kazakhstan,BB,B
20/Apr/18,L,HAMRSN,Hammerson PLC,448B46,SNRFOR,EUR,MM14,0.0017756,0.00198224,0.00326807,0.00492094,0.0070217,0.00905405,0.01177824,0.01325133,0.01397406,0.0143269,0.01452191,0.4,,Financials,Europe,United Kingdom,BBB,BB
20/Apr/18,L,HANNRUE,Hannover Rueck SE,4F16FD,SNRFOR,EUR,MM14,0.00052046,0.00067214,0.00106294,0.00145744,0.00193584,0.00244185,0.00347648,0.00451266,0.00507092,0.00531698,0.00552968,0.4,,Financials,Europe,Germany,A,AA
20/Apr/18,L,HAPAAKT,HapagLloyd AG,DG37B4,SNRFOR,EUR,MM14,0.00812735,0.00992662,0.01753235,0.02565679,0.03494317,0.0439145,0.05237662,0.05478503,0.05620795,0.05677802,0.05698328,0.4,,Industrials,Europe,Germany,B,CCC
20/Apr/18,L,HAVAS,Havas,FJBDFF,SNRFOR,EUR,MM14,0.00073943,0.00103847,0.00199169,0.00298071,0.00422588,0.00547164,0.00776449,0.00931965,0.01011902,0.01049982,0.0107987,0.4,,Consumer Services,Europe,France,,BBB
20/Apr/18,L,HBOS,HBOS Plc,4G425R,SNRFOR,EUR,MM14,0.00106133,0.00109463,0.00169646,0.00249183,0.00316406,0.004074,0.00468728,0.00520849,0.00543047,0.00553997,0.00564833,0.4,,Financials,Europe,United Kingdom,A,AA
20/Apr/18,L,HBOS-ScotBkPLC,Bk OF SCOTLAND PLC,GPF79N,SNRFOR,EUR,MM14,0.00109325,0.00132314,0.00186995,0.00258862,0.00340322,0.00435911,0.00546549,0.00641098,0.00736421,0.0077582,0.00789357,0.4,,Financials,Europe,United Kingdom,A,A
20/Apr/18,L,HEATFUN,HEATHROW FDG LTD,GK7B9K,SNRFOR,EUR,MM14,0.00150617,0.00181484,0.00283492,0.00394176,0.00529718,0.00672416,0.00937984,0.01118866,0.01267761,0.01358359,0.01450412,0.4,,Industrials,Europe,Jersey,,BBB
20/Apr/18,L,HEI,HeidelbergCement AG,DG48AB,SNRFOR,EUR,MM14,0.00084328,0.00109448,0.00190444,0.00286684,0.00493029,0.00699825,0.0101897,0.01173452,0.01217762,0.01242341,0.01272738,0.4,,Industrials,Europe,Germany,BBB,BBB
20/Apr/18,L,HEI-HANSN,HANSON Ltd,GK6AEL,SNRFOR,EUR,MM14,0.00098534,0.00130888,0.002605,0.00450164,0.00597881,0.00738837,0.00935093,0.01086019,0.01203892,0.01268197,0.01324361,0.39,,Industrials,Europe,United Kingdom,,BBB
20/Apr/18,L,HEIANA,Heineken NV,NQCD69,SNRFOR,EUR,MM14,0.00061389,0.00078524,0.00134399,0.00202692,0.00313772,0.00422188,0.0057676,0.00674272,0.00735477,0.00764731,0.0079617,0.4,,Consumer Goods,Europe,Netherlands,BBB,BBB
20/Apr/18,L,HEIANA-SCOT,SCOTTISH & NEWCASTLE Ltd,GNGB6K,SNRFOR,EUR,MM14,0.00331718,0.00380468,0.00446046,0.00514249,0.00569531,0.00642432,0.00732814,0.00811154,0.00816186,0.00816153,0.0082722,0.4,,Consumer Goods,Europe,United Kingdom,,BBB
20/Apr/18,L,HEMABON,HEMA BondCo I BV,NQCFAW,SNRFOR,EUR,MM14,0.00557305,0.00710299,0.01567564,0.02494865,0.03360366,0.04211926,0.04912573,0.05181818,0.05247591,0.05276196,0.05284245,0.4,,Consumer Services,Europe,Netherlands,B,CCC
20/Apr/18,L,HENAGK,Henkel AG & Co KGaA,467A5U,SNRFOR,EUR,MM14,0.00039773,0.00046656,0.00071953,0.00096792,0.0014429,0.00192962,0.00291617,0.00387792,0.00467129,0.0050385,0.00514298,0.4,,Consumer Goods,Europe,Germany,A,AA
20/Apr/18,L,HOFP,THALES,8GB53A,SNRFOR,EUR,MM14,0.00091369,0.00102699,0.00127282,0.00169499,0.00281707,0.00389023,0.00561089,0.0070077,0.00772178,0.00806004,0.0083112,0.4,,Industrials,Europe,France,A,BBB
20/Apr/18,L,HREH-DPFBNK,Deutsche Pfandbriefbank AG,DE9GB8,SNRFOR,EUR,MM14,,,,,0.02162907,0.02648139,0.02918371,0.03169176,0.03342766,0.03420209,0.03472118,0.35,,Financials,Europe,Germany,BBB,B
20/Apr/18,L,HSBC,HSBC Hldgs plc,4E46A8,SNRFOR,EUR,MM14,0.00095981,0.00125102,0.00202421,0.00284912,0.00384556,0.00483512,0.00666754,0.00841466,0.00866945,0.00895765,0.00931909,0.4,,Financials,Europe,United Kingdom,A,A
20/Apr/18,L,HSBC-HSBCBank,HSBC Bk plc,4I75AU,SNRFOR,EUR,MM14,0.00073063,0.00087928,0.00124381,0.00163368,0.00204313,0.00246003,0.00332599,0.00439107,0.00481878,0.0051577,0.00545738,0.4,,Financials,Europe,United Kingdom,AA,AA
20/Apr/18,L,HSH,HSH Nordbank AG,DKCA57,SNRFOR,EUR,MM14,0.00837403,0.01025154,0.01160114,0.01266639,0.01416112,0.01508947,0.01647937,0.01728087,0.01774353,0.01796666,0.01817921,0.4,,Financials,Europe,Germany,BBB,BB
20/Apr/18,L,IBERDU,Iberdrola SA,EK77AV,SNRFOR,EUR,MM14,0.00077091,0.00093731,0.00147068,0.00215035,0.00343153,0.0047009,0.00712604,0.00880265,0.01041173,0.01077396,0.011071,0.4,,Utilities,Europe,Spain,BBB,A
20/Apr/18,L,IBERDU-Intl,Iberdrola Intl BV,4J57A6,SNRFOR,EUR,MM14,0.00074469,0.00091129,0.00141517,0.00221644,0.00343175,0.00464092,0.0070338,0.00866517,0.01002432,0.01054834,0.01083664,0.396,,Utilities,Europe,Netherlands,BBB,A
20/Apr/18,L,IBERDU-ScotPwr,Scottish Pwr Ltd,GNGC5L,SNRFOR,EUR,MM14,0.00084888,0.00096506,0.00133119,0.00224752,0.00340811,0.00461879,0.0069408,0.00860401,0.00922808,0.00953302,0.0098279,0.4,,Utilities,Europe,United Kingdom,BBB,A
20/Apr/18,L,ICELBON,Iceland Bondco PLC,GKBAC5,SNRFOR,EUR,MM14,0.00477962,0.00618533,0.01383159,0.02121809,0.02899549,0.03643868,0.04359157,0.04535289,0.04590757,0.0461588,0.04661747,0.4,,Consumer Services,Europe,United Kingdom,B,CCC
20/Apr/18,L,IFX-HldgBV,Infineon Tech Hldg B V,NR8BC7,SNRFOR,EUR,MM14,0.00224631,0.0041739,0.00697672,0.00940894,0.01211123,0.01501035,0.01652332,0.01758111,0.01827288,0.01859934,0.01860249,0.4,,Technology,Europe,Netherlands,,BB
20/Apr/18,L,IHOT,INTERCONTINENTAL HOTELS LTD,GKC84R,SNRFOR,EUR,MM14,0.02640341,0.0275444,0.02743205,0.02735903,0.02728997,0.02719858,0.02741884,0.02685866,0.0271813,0.02749552,0.02812007,0.4,,Consumer Services,Europe,United Kingdom,,B
20/Apr/18,L,III,3i Gp plc,GOGCBA,SNRFOR,EUR,MM14,0.00216639,0.00314821,0.00462266,0.00663542,0.00868968,0.0104955,0.01206882,0.01353454,0.01434222,0.01471682,0.01507645,0.4,,Financials,Europe,United Kingdom,BBB,BB
20/Apr/18,L,IKB,IKB Deutsche Industriebank AG,48DF9Z,SNRFOR,EUR,MM14,0.00545946,0.00656225,0.00786082,0.00910157,0.01017384,0.01119587,0.01168648,0.01298697,0.014156,0.01469919,0.0153353,0.4,,Financials,Europe,Germany,,BB
20/Apr/18,L,IMPEBRA,IMPERIAL BRANDS PLC,GKB92C,SNRFOR,EUR,MM14,0.00127297,0.00166062,0.00328944,0.0049855,0.00669584,0.00844411,0.0111457,0.01308631,0.01423248,0.01478549,0.01520612,0.4,,Consumer Goods,Europe,United Kingdom,BBB,BBB
20/Apr/18,L,INEOGRO,INEOS Group Hldgs SA,LQ57AU,SNRFOR,EUR,MM14,0.00221073,0.00311774,0.00671067,0.01048082,0.01524138,0.01993559,0.02856651,0.03666549,0.03842106,0.03924849,0.0395227,0.4,,Basic Materials,Europe,Luxembourg,BB,B
20/Apr/18,L,INGHL,INEOS GROUP Hldgs Ltd,GKBGFL,SNRFOR,EUR,MM14,0.00117481,0.00209053,0.00381573,0.00501492,0.00594884,0.00691643,0.00919463,0.01009799,0.01055787,0.01078166,0.01103387,0.4,,Basic Materials,Europe,United Kingdom,,BBB
20/Apr/18,L,INMOCOL,INMOBILIARIA COLONIAL SOCIMI SA,EKA96F,SNRFOR,EUR,MM14,0.00880811,0.00879564,0.00877987,0.00876496,0.00874912,0.00873241,0.0086994,0.00865505,0.00859585,0.00856224,0.00853593,0.4,,Financials,Europe,Spain,,BB
20/Apr/18,L,INNOSE,innogy SE,DG8DEP,SNRFOR,EUR,MM14,0.00048855,0.00063113,0.00115462,0.00175714,0.00305999,0.00438523,0.0071116,0.00913189,0.01034095,0.01092596,0.0114195,0.4,,Utilities,Europe,Germany,BBB,A
20/Apr/18,L,INPOWE,INTL PWR LTD,GKCH9J,SNRFOR,EUR,MM14,0.00127261,0.00158333,0.00345424,0.00458394,0.00557386,0.00677989,0.00699606,0.00767458,0.00946351,0.00945688,0.00840071,0.4,,Utilities,Europe,United Kingdom,,BBB
20/Apr/18,L,INTEGAM,Intl Game Tech PLC,GKCE9D,SNRFOR,EUR,MM14,0.00204458,0.00306832,0.00612751,0.00959166,0.01315712,0.01666223,0.02078329,0.02499801,0.0250115,0.0250168,0.02500262,0.4,,Consumer Services,Europe,United Kingdom,BB,B
20/Apr/18,L,INTINV,Intelsat Invts SA,LQ654F,SNRFOR,EUR,MR,0.00247216,0.00302723,0.00492282,0.0067344,0.00910508,0.01145818,0.01303722,0.02104685,0.02343907,0.02437487,0.02498007,0.39666667,,Telecommunications Services,Europe,Luxembourg,B,BB
20/Apr/18,L,INTNED,ING Groep NV,49BEBA,SNRFOR,EUR,MM14,0.00099421,0.00132035,0.0021106,0.00290274,0.00385492,0.00480913,0.00637149,0.00766207,0.00797376,0.0081233,0.00838975,0.4,,Financials,Europe,Netherlands,A,A
20/Apr/18,L,INTNED-BankNV,ING Bk N V,48DGFE,SNRFOR,EUR,MM14,0.00048393,0.00064432,0.00102425,0.00141958,0.00184581,0.00228592,0.00313295,0.00413012,0.00469081,0.00488432,0.00510376,0.4,,Financials,Europe,Netherlands,A,AA
20/Apr/18,L,INTRJUS,Intrum Justitia AB,W0AC8T,SNRFOR,EUR,MM14,0.0045369,0.0065604,0.01268395,0.01826918,0.02517293,0.03076917,0.03675086,0.04201194,0.0364528,0.03634701,0.03592606,0.4,,Financials,Europe,Sweden,BB,B
20/Apr/18,L,INVENLI,Invensys Ltd,GKDA4K,SNRFOR,EUR,MM14,0.00078102,0.00116109,0.0021783,0.00339818,0.00469227,0.00596788,0.00712411,0.00849896,0.00902577,0.00928058,0.00949126,0.4,,Industrials,Europe,United Kingdom,,BBB
20/Apr/18,L,INVPLN-BKPLC,INVESTEC Bk PLC,GKDB2L,SNRFOR,EUR,MM14,0.00886188,0.01023563,0.01181048,0.01344816,0.01576267,0.01798396,0.02217292,0.02566382,0.02825519,0.02933237,0.03009421,0.4,,Financials,Europe,United Kingdom,A,B
20/Apr/18,L,INVSA,Inv AB,W0C913,SNRFOR,EUR,MM14,0.00048591,0.00067277,0.00137535,0.00227025,0.00341271,0.00454783,0.00614696,0.00752955,0.00861403,0.00911332,0.00951732,0.4,,Financials,Europe,Sweden,AA,A
20/Apr/18,L,ISSAS-Global,ISS Glob A S,KP55EY,SNRFOR,EUR,MM14,0.00230545,0.00321061,0.00444456,0.00565694,0.00690894,0.00819891,0.01153445,0.01430989,0.01669593,0.01783219,0.01691092,0.4,,Financials,Europe,Denmark,BBB,BB
20/Apr/18,L,ISSNAS,ISS AS,KP558I,SNRFOR,EUR,MM14,0.00987011,0.00989995,0.00993872,0.00997543,0.01000713,0.01004841,0.01012122,0.01021723,0.01032395,0.0104278,0.01062472,0.35,,Industrials,Europe,Denmark,BBB,BB
20/Apr/18,L,ITV,ITV Plc,GKDHCE,SNRFOR,EUR,MM14,0.00186198,0.00239124,0.00484875,0.00721732,0.01006457,0.01295389,0.01693551,0.01895459,0.01953398,0.01982586,0.01995475,0.4,,Consumer Services,Europe,United Kingdom,BBB,BB
20/Apr/18,L,ITV-Carlton,CARLTON Comms Ltd,GHA96M,SNRFOR,EUR,MM14,0.00357165,0.00451546,0.00668448,0.00833043,0.01003203,0.01163633,0.01319517,0.0143475,0.01549945,0.01576426,0.01558013,0.398,,Consumer Services,Europe,United Kingdom,BBB,BB
20/Apr/18,L,JAGLAN,JAGUAR LD ROVER AUTOMOTIVE PLC,GL501U,SNRFOR,EUR,MM14,0.00278839,0.00368726,0.00867681,0.01412133,0.0190636,0.02399107,0.03041196,0.03333947,0.03438308,0.03474558,0.03501854,0.4,,Consumer Goods,Europe,United Kingdom,BB,B
20/Apr/18,L,JAPTOB-GGL,GALLAHER GROUP Ltd,GJA78P,SNRFOR,EUR,MM14,0.0014047,0.00149763,0.00219505,0.00320254,0.00403527,0.00484456,0.00586907,0.00666835,0.00676593,0.00683383,0.00689961,0.4,,Consumer Goods,Europe,United Kingdom,,BBB
20/Apr/18,L,JOHCON,JOHNSON CTLS INTL PUB LTD CO,GL6652,SNRFOR,EUR,MM14,0.00068601,0.00087185,0.00152345,0.00242005,0.00345463,0.00481965,0.00650605,0.00768449,0.00831263,0.00861943,0.00873618,0.4,,Industrials,Europe,Ireland,BBB,BBB
20/Apr/18,L,JOINSTCI,Jt Stk Co Russian Agric Bk,X4B53J,SNRFOR,EUR,CR14,0.01021762,0.01247607,0.01473012,0.01656389,0.01843286,0.02067886,0.02194016,0.02292916,0.02404636,0.02452011,0.02463579,0.25,,Financials,E.Eur,Russian Federation,BB,B
20/Apr/18,L,JSCURK,Pub Jt Stk Co UkrSibbank,X5G80P,SNRFOR,EUR,MM14,0.09096323,0.09090487,0.09080396,0.09061688,0.09026927,0.08972182,0.08847563,0.08630308,0.08329034,0.0823394,0.08139261,0.25,,Financials,E.Eur,Ukraine,,CCC
20/Apr/18,L,JYBC,Jyske Bk,KPAB96,SNRFOR,EUR,MM14,0.00354098,0.00414313,0.00481956,0.00521888,0.00555676,0.00604926,0.00632254,0.00656604,0.00673736,0.00682408,0.00691034,0.4,,Financials,Europe,Denmark,A,A
20/Apr/18,L,KAFAG,KA Finanz AG,AD753H,SNRFOR,EUR,MM14,0.00033306,0.00037002,0.00065874,0.00092044,0.00126524,0.001675,0.00251597,0.00354842,0.0046731,0.00514822,0.00526344,0.4,,Financials,Europe,Austria,AA,AA
20/Apr/18,L,KAUPEHF,Kaupthing ehf,XB777J,SNRFOR,EUR,MM14,,0.79079053,0.72024884,0.70460555,0.69539243,0.68553309,0.67622617,0.67159748,,,,0.0681,,Financials,Europe,Iceland,,CCC
20/Apr/18,L,KAZ,Kazkommertsbank JSC,Y29ECH,SNRFOR,EUR,CR14,0.01710637,0.01865487,0.0235542,0.0280749,0.03221943,0.0370872,0.04127416,0.04142506,0.04166034,0.04177562,0.04186289,0.225,,Financials,E.Eur,Kazakhstan,B,B
20/Apr/18,L,KDSM,Koninklijke DSM NV,NS517V,SNRFOR,EUR,MM14,0.0005015,0.00063047,0.00098278,0.00137116,0.00219308,0.00303594,0.00463056,0.00609887,0.00676099,0.00707771,0.00733045,0.4,,Basic Materials,Europe,Netherlands,A,A
20/Apr/18,L,KEL-YorkWat,YORKSHIRE WATER SERVICES Ltd,9HF9HG,SNRFOR,EUR,MM14,,0.00750274,0.00855921,0.00958611,0.01042127,0.01116926,0.01211563,0.01295081,,,,0.4,,Utilities,Europe,United Kingdom,BBB,BB
20/Apr/18,L,KEL-YorkWatfltd,YORKSHIRE WATER SERVICES Fin Ltd,GPHDE2,SNRFOR,EUR,MM14,0.00137496,0.00173345,0.00311009,0.00459059,0.00614561,0.00780927,0.00960762,0.01073091,0.01115878,0.01140566,0.01157396,0.4,,Utilities,Europe,United Kingdom,BBB,BBB
20/Apr/18,L,KERIAA,Kering,FK976O,SNRFOR,EUR,MM14,0.00054368,0.00071965,0.00121363,0.00170752,0.00267865,0.00365562,0.00531177,0.00657777,0.00713592,0.00739256,0.00765264,0.4,,Consumer Services,Europe,France,BBB,A
20/Apr/18,L,KINGFI,Kingfisher PLC,04/Dec/96,SNRFOR,EUR,MM14,0.00098779,0.00128358,0.00230726,0.00336647,0.00464174,0.00594861,0.00778954,0.00911949,0.00982236,0.01011994,0.01027928,0.4,,Consumer Services,Europe,United Kingdom,BBB,BBB
20/Apr/18,L,KONIAHO,Koninklijke Ahold Delhaize NV,NN07BI,SNRFOR,EUR,MM14,0.00068363,0.00088223,0.00172752,0.00266038,0.00395197,0.00521041,0.00756118,0.00913197,0.00969201,0.00994344,0.00999426,0.4,,Consumer Services,Europe,Netherlands,BBB,BBB
20/Apr/18,L,KONIPHI,Koninklijke Philips NV,NTFGGO,SNRFOR,EUR,MM14,0.00059921,0.0007268,0.00119269,0.00169729,0.00272733,0.00376011,0.00567634,0.00686168,0.00747303,0.00777285,0.00797281,0.4,,Consumer Goods,Europe,Netherlands,BBB,BBB
20/Apr/18,L,KPN,Koninklijke KPN N V,NR6BGI,SNRFOR,EUR,MM14,0.00094375,0.00125092,0.00253097,0.00382604,0.00554283,0.00726752,0.00982406,0.01174084,0.01267866,0.01311918,0.0135166,0.4,,Telecommunications Services,Europe,Netherlands,BBB,BBB
20/Apr/18,L,KRCP-BankNV,KBC Bk,NRCA9Z,SNRFOR,EUR,MM14,0.00038522,0.00048917,0.00101215,0.00163332,0.00220093,0.00276377,0.00398718,0.00473551,0.00513459,0.00541169,0.00564301,0.4,,Financials,Europe,Belgium,A,AA
20/Apr/18,L,LADBCOR,LADBROKES CORAL GROUP PLC,GL8690,SNRFOR,EUR,MM14,0.0017514,0.00264318,0.0056807,0.00896303,0.01286621,0.01654293,0.02194023,0.02534185,0.02691544,0.02765811,0.02814359,0.4,,Consumer Services,Europe,United Kingdom,BB,B
20/Apr/18,L,LAFALTD,LafargeHolcim Ltd,HLBDEM,SNRFOR,EUR,MM14,0.0010248,0.001231,0.00213247,0.00312486,0.00509571,0.00703835,0.01028738,0.0126487,0.01382676,0.01434701,0.01473438,0.4,,Industrials,Europe,Switzerland,BBB,BBB
20/Apr/18,L,LAFCP,Lafarge,555DE7,SNRFOR,EUR,MM14,0.00053856,0.00065743,0.00101963,0.00139522,0.00215229,0.002951,0.00463564,0.00613528,0.00734026,0.00762151,0.00784385,0.4,,Industrials,Europe,France,BBB,A
20/Apr/18,L,LAGARD,Lagardere Societes,FL67DS,SNRFOR,EUR,MM14,0.00235585,0.0037572,0.00686291,0.01036882,0.01295648,0.01566659,0.01777124,0.01908425,0.02006008,0.02064414,0.02087328,0.39,,Consumer Services,Europe,France,,BB
20/Apr/18,L,LAND-SecPlc,Ld Secs PLC,GL8ADG,SNRFOR,EUR,MM14,0.00197917,0.00223618,0.0049195,0.00733217,0.00919736,0.01135458,0.01365843,0.01504621,0.01508138,0.01509825,0.0155096,0.4,,Financials,Europe,United Kingdom,,BB
20/Apr/18,L,LANMOR,LANDMARK MTGS LTD,GL8A7G,SNRFOR,EUR,MM14,0.01462267,0.01518712,0.0159431,0.01680807,0.01732345,0.01764321,0.01895977,0.02002882,0.02104856,0.02156212,0.02206777,0.4,,Financials,Europe,United Kingdom,,B
20/Apr/18,L,LAVORO,Bca Naz del Lavoro S p A,TU364P,SNRFOR,EUR,MM14,0.00295941,0.00343199,0.00378964,0.00414889,0.00452232,0.00486781,0.00546977,0.00594257,0.00629366,0.00646479,0.00663052,0.4,,Financials,Europe,Italy,BBB,A
